CollegeName,CollegeCode,CourseCode,Category,CutoffRank,Location,Year,Round
"Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech.  Laxmeshwara-Tq, Gadag Dt.",E134,IE Info.Science,SCG,238828,Gadag Dt.,2024,Mock Round 1
"Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech.  Laxmeshwara-Tq, Gadag Dt.",E134,IE Info.Science,SCR,267838,Gadag Dt.,2024,Mock Round 1
"Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech.  Laxmeshwara-Tq, Gadag Dt.",E134,IE Info.Science,STG,120444,Gadag Dt.,2024,Mock Round 1
"Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech.  Laxmeshwara-Tq, Gadag Dt.",E134,ME Mechanical,1R,270922,Gadag Dt.,2024,Mock Round 1
"Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech.  Laxmeshwara-Tq, Gadag Dt.",E134,ME Mechanical,2AG,183143,Gadag Dt.,2024,Mock Round 1
"Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech.  Laxmeshwara-Tq, Gadag Dt.",E134,ME Mechanical,3BG,183548,Gadag Dt.,2024,Mock Round 1
"Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech.  Laxmeshwara-Tq, Gadag Dt.",E134,ME Mechanical,GM,174447,Gadag Dt.,2024,Mock Round 1
"Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech.  Laxmeshwara-Tq, Gadag Dt.",E134,ME Mechanical,GMR,196464,Gadag Dt.,2024,Mock Round 1
"Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech.  Laxmeshwara-Tq, Gadag Dt.",E134,ME Mechanical,SCG,247508,Gadag Dt.,2024,Mock Round 1
"Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech.  Laxmeshwara-Tq, Gadag Dt.",E134,ME Mechanical,STG,256703,Gadag Dt.,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,"CA CS (AI, Machine
Learning)",1G,76800,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,"CA CS (AI, Machine
Learning)",1R,77596,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,"CA CS (AI, Machine
Learning)",2AG,75978,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,"CA CS (AI, Machine
Learning)",2BG,76170,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,"CA CS (AI, Machine
Learning)",3AG,80344,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,"CA CS (AI, Machine
Learning)",3BG,59342,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,"CA CS (AI, Machine
Learning)",GM,58717,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,"CA CS (AI, Machine
Learning)",GMK,62957,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,"CA CS (AI, Machine
Learning)",GMR,67089,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,"CA CS (AI, Machine
Learning)",SCG,183374,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,"CA CS (AI, Machine
Learning)",SCR,215801,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,"CA CS (AI, Machine
Learning)",STG,150036,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,"CA CS (AI, Machine
Learning)",STK,179007,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,CE Civil,2AG,215331,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,CE Civil,GM,157160,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,CE Civil,GMR,167883,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,CE Civil,SCG,249886,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,CS Computers,1G,69653,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,CS Computers,2AG,59105,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,CS Computers,2AK,66139,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,CS Computers,2AR,68466,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,CS Computers,2BG,55116,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,CS Computers,2BR,123346,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,CS Computers,3AG,67438,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,CS Computers,3BG,51476,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,CS Computers,GM,49718,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,CS Computers,GMK,51801,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,CS Computers,GMR,61262,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,CS Computers,SCG,156627,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,CS Computers,SCR,179597,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,CS Computers,STG,137469,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,CS Computers,STR,170761,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,EC Electronics,1G,83761,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,EC Electronics,2AG,82172,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,EC Electronics,2AR,82905,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,EC Electronics,2BG,82697,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,EC Electronics,3AG,78779,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,EC Electronics,3BG,71298,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,EC Electronics,3BR,76746,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,EC Electronics,GM,68451,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,EC Electronics,GMK,69898,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,EC Electronics,GMR,74614,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,EC Electronics,SCG,175153,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,EC Electronics,SCK,255701,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,EC Electronics,SCR,246092,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,EC Electronics,STG,215833,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,EE Electrical,1G,93852,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,EE Electrical,2AG,109803,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,EE Electrical,2AR,132014,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,EE Electrical,2BG,93094,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,EE Electrical,2BK,180696,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,EE Electrical,3AG,139684,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,EE Electrical,3BG,90459,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,EE Electrical,GM,90245,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,EE Electrical,GMR,121785,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,EE Electrical,SCG,185904,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,EE Electrical,STG,208072,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,ME Mechanical,1G,171319,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,ME Mechanical,2AG,200063,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,ME Mechanical,2AR,233713,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,ME Mechanical,2BG,232757,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,ME Mechanical,3BG,172863,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,ME Mechanical,GM,156921,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,ME Mechanical,GMK,174895,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,ME Mechanical,GMR,164953,Uttara Kannada -Dist,2024,Mock Round 1
"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist",E135,ME Mechanical,SCG,233204,Uttara Kannada -Dist,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,"AI Artificial
Intelligence",2AG,85999,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,"AI Artificial
Intelligence",3AR,109367,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,"AI Artificial
Intelligence",GM,80798,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,"AI Artificial
Intelligence",GMR,91656,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,"AI Artificial
Intelligence",SCG,153454,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,"AI Artificial
Intelligence",STG,201765,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,"CA CS (AI, Machine
Learning)",1G,124199,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,"CA CS (AI, Machine
Learning)",2AG,117477,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,"CA CS (AI, Machine
Learning)",2AR,122716,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,"CA CS (AI, Machine
Learning)",2BG,129995,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,"CA CS (AI, Machine
Learning)",3AG,115942,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,"CA CS (AI, Machine
Learning)",3BG,107508,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,"CA CS (AI, Machine
Learning)",GM,102039,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,"CA CS (AI, Machine
Learning)",GMK,102183,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,"CA CS (AI, Machine
Learning)",GMR,107509,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,"CA CS (AI, Machine
Learning)",SCG,232155,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,"CA CS (AI, Machine
Learning)",SCR,261283,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,"CA CS (AI, Machine
Learning)",STG,178666,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,CE Civil,2AG,215341,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,CE Civil,2AK,267505,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,CE Civil,GM,214342,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,CE Civil,SCG,248288,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,CE Civil,STG,235336,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,CS Computers,1G,102679,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,CS Computers,2AG,100908,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,CS Computers,2AR,107781,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,CS Computers,2BG,92039,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,CS Computers,3AG,101541,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,CS Computers,3BG,94588,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,CS Computers,3BR,103069,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,CS Computers,GM,90240,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,CS Computers,GMK,93312,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,CS Computers,GMR,102555,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,CS Computers,SCG,174871,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,CS Computers,SCK,181989,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,CS Computers,SCR,176977,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,CS Computers,STG,185725,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,CS Computers,STR,189178,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,"DS Comp. Sc. Engg-
Data Sc.",1G,118847,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,"DS Comp. Sc. Engg-
Data Sc.",2AG,117225,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,"DS Comp. Sc. Engg-
Data Sc.",2AR,129416,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,"DS Comp. Sc. Engg-
Data Sc.",2BG,130855,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,"DS Comp. Sc. Engg-
Data Sc.",3AG,118673,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,"DS Comp. Sc. Engg-
Data Sc.",3BG,111217,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,"DS Comp. Sc. Engg-
Data Sc.",GM,110924,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,"DS Comp. Sc. Engg-
Data Sc.",GMK,114912,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,"DS Comp. Sc. Engg-
Data Sc.",GMR,118009,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,"DS Comp. Sc. Engg-
Data Sc.",SCG,201434,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,"DS Comp. Sc. Engg-
Data Sc.",SCR,258379,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,"DS Comp. Sc. Engg-
Data Sc.",STG,190551,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,EC Electronics,1G,119347,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,EC Electronics,2AG,119060,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,EC Electronics,2AR,123883,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,EC Electronics,2BG,132808,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,EC Electronics,3AG,112966,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,EC Electronics,3BG,109329,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,EC Electronics,GM,108140,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,EC Electronics,GMR,118857,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,EC Electronics,SCG,221489,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,EC Electronics,SCR,252125,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,EC Electronics,STG,154251,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,EC Electronics,STK,274529,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,IE Info.Science,1G,115176,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,IE Info.Science,2AG,115687,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,IE Info.Science,2BG,128161,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,IE Info.Science,2BR,135633,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,IE Info.Science,3AG,114540,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,IE Info.Science,3BG,112322,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,IE Info.Science,GM,112013,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,IE Info.Science,GMK,116638,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,IE Info.Science,GMR,112056,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,IE Info.Science,SCG,240282,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,IE Info.Science,SCK,246397,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,IE Info.Science,STG,219634,Udupi,2024,Mock Round 1
Moodalakatte Institute of Technology  Udupi District,E136,IE Info.Science,STR,262281,Udupi,2024,Mock Round 1
Impact College of Engineering and Applied Sciences  Bangalore,E139,"AI Artificial
Intelligence",1G,96522,Bangalore,2024,Mock Round 1
Impact College of Engineering and Applied Sciences  Bangalore,E139,"AI Artificial
Intelligence",2AG,95708,Bangalore,2024,Mock Round 1
Impact College of Engineering and Applied Sciences  Bangalore,E139,"AI Artificial
Intelligence",2AR,104261,Bangalore,2024,Mock Round 1
Impact College of Engineering and Applied Sciences  Bangalore,E139,"AI Artificial
Intelligence",2BG,94378,Bangalore,2024,Mock Round 1
Impact College of Engineering and Applied Sciences  Bangalore,E139,"AI Artificial
Intelligence",3AG,87410,Bangalore,2024,Mock Round 1
Impact College of Engineering and Applied Sciences  Bangalore,E139,"AI Artificial
Intelligence",3BG,88251,Bangalore,2024,Mock Round 1
Impact College of Engineering and Applied Sciences  Bangalore,E139,"AI Artificial
Intelligence",GM,87173,Bangalore,2024,Mock Round 1
Impact College of Engineering and Applied Sciences  Bangalore,E139,"AI Artificial
Intelligence",GMK,96468,Bangalore,2024,Mock Round 1
Impact College of Engineering and Applied Sciences  Bangalore,E139,"AI Artificial
Intelligence",GMR,97659,Bangalore,2024,Mock Round 1
Impact College of Engineering and Applied Sciences  Bangalore,E139,"AI Artificial
Intelligence",SCG,172759,Bangalore,2024,Mock Round 1
Impact College of Engineering and Applied Sciences  Bangalore,E139,"AI Artificial
Intelligence",SCK,214929,Bangalore,2024,Mock Round 1
Impact College of Engineering and Applied Sciences  Bangalore,E139,"AI Artificial
Intelligence",SCR,209363,Bangalore,2024,Mock Round 1
Impact College of Engineering and Applied Sciences  Bangalore,E139,"AI Artificial
Intelligence",STG,193732,Bangalore,2024,Mock Round 1
Impact College of Engineering and Applied Sciences  Bangalore,E139,"AI Artificial
Intelligence",STR,210391,Bangalore,2024,Mock Round 1
Impact College of Engineering and Applied Sciences  Bangalore,E139,CE Civil,1G,189440,Bangalore,2024,Mock Round 1
Impact College of Engineering and Applied Sciences  Bangalore,E139,CE Civil,2AG,169704,Bangalore,2024,Mock Round 1
Impact College of Engineering and Applied Sciences  Bangalore,E139,CE Civil,3AG,183895,Bangalore,2024,Mock Round 1
Impact College of Engineering and Applied Sciences  Bangalore,E139,CE Civil,3AR,252192,Bangalore,2024,Mock Round 1
Impact College of Engineering and Applied Sciences  Bangalore,E139,CE Civil,GM,168614,Bangalore,2024,Mock Round 1
Impact College of Engineering and Applied Sciences  Bangalore,E139,CE Civil,GMK,214394,Bangalore,2024,Mock Round 1
Impact College of Engineering and Applied Sciences  Bangalore,E139,CE Civil,SCG,217512,Bangalore,2024,Mock Round 1
Impact College of Engineering and Applied Sciences  Bangalore,E139,CS Computers,1G,81474,Bangalore,2024,Mock Round 1
Impact College of Engineering and Applied Sciences  Bangalore,E139,CS Computers,2AG,85781,Bangalore,2024,Mock Round 1
Impact College of Engineering and Applied Sciences  Bangalore,E139,CS Computers,2AR,91745,Bangalore,2024,Mock Round 1
Impact College of Engineering and Applied Sciences  Bangalore,E139,CS Computers,2BG,83634,Bangalore,2024,Mock Round 1
Impact College of Engineering and Applied Sciences  Bangalore,E139,CS Computers,3AG,78466,Bangalore,2024,Mock Round 1
Impact College of Engineering and Applied Sciences  Bangalore,E139,CS Computers,3BG,79237,Bangalore,2024,Mock Round 1
Impact College of Engineering and Applied Sciences  Bangalore,E139,CS Computers,3BR,86971,Bangalore,2024,Mock Round 1
Impact College of Engineering and Applied Sciences  Bangalore,E139,CS Computers,GM,76603,Bangalore,2024,Mock Round 1
Impact College of Engineering and Applied Sciences  Bangalore,E139,CS Computers,GMK,83661,Bangalore,2024,Mock Round 1
Impact College of Engineering and Applied Sciences  Bangalore,E139,CS Computers,GMR,84400,Bangalore,2024,Mock Round 1
Impact College of Engineering and Applied Sciences  Bangalore,E139,CS Computers,SCG,143248,Bangalore,2024,Mock Round 1
Impact College of Engineering and Applied Sciences  Bangalore,E139,CS Computers,SCK,179922,Bangalore,2024,Mock Round 1
Impact College of Engineering and Applied Sciences  Bangalore,E139,CS Computers,SCR,152854,Bangalore,2024,Mock Round 1
Impact College of Engineering and Applied Sciences  Bangalore,E139,CS Computers,STG,174685,Bangalore,2024,Mock Round 1
Impact College of Engineering and Applied Sciences  Bangalore,E139,CS Computers,STR,176853,Bangalore,2024,Mock Round 1
Impact College of Engineering and Applied Sciences  Bangalore,E139,"CY CS- Cyber
Security",2AG,90410,Bangalore,2024,Mock Round 1
Impact College of Engineering and Applied Sciences  Bangalore,E139,"CY CS- Cyber
Security",2BR,164737,Bangalore,2024,Mock Round 1
Impact College of Engineering and Applied Sciences  Bangalore,E139,"CY CS- Cyber
Security",3BG,84813,Bangalore,2024,Mock Round 1
Impact College of Engineering and Applied Sciences  Bangalore,E139,"CY CS- Cyber
Security",GM,82050,Bangalore,2024,Mock Round 1
Impact College of Engineering and Applied Sciences  Bangalore,E139,"CY CS- Cyber
Security",GMR,97812,Bangalore,2024,Mock Round 1
Impact College of Engineering and Applied Sciences  Bangalore,E139,"CY CS- Cyber
Security",SCG,194134,Bangalore,2024,Mock Round 1
Impact College of Engineering and Applied Sciences  Bangalore,E139,"CY CS- Cyber
Security",STG,225221,Bangalore,2024,Mock Round 1
Impact College of Engineering and Applied Sciences  Bangalore,E139,"DS Comp. Sc. Engg-
Data Sc.",2AG,90551,Bangalore,2024,Mock Round 1
Impact College of Engineering and Applied Sciences  Bangalore,E139,"DS Comp. Sc. Engg-
Data Sc.",2AK,131558,Bangalore,2024,Mock Round 1
Impact College of Engineering and Applied Sciences  Bangalore,E139,"DS Comp. Sc. Engg-
Data Sc.",3BG,89643,Bangalore,2024,Mock Round 1
Impact College of Engineering and Applied Sciences  Bangalore,E139,"DS Comp. Sc. Engg-
Data Sc.",GM,87284,Bangalore,2024,Mock Round 1
