CollegeName,CollegeCode,CourseCode,Category,CutoffRank,Location,Year,Round
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,1G,7516,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,2AG,6740,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,2AR,7574,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,2BG,10625,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,3AG,5191,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,3BG,4814,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,GM,4550,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,GMK,9379,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,GMR,5801,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,SCG,26335,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,SCK,29894,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,SCR,29048,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,STG,21880,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,STR,23537,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,CIVIL ENGINEERING,1G,70257,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,CIVIL ENGINEERING,1R,91660,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,CIVIL ENGINEERING,2AG,60612,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,CIVIL ENGINEERING,2AK,70115,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,CIVIL ENGINEERING,2AR,71922,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,CIVIL ENGINEERING,2BG,69408,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,CIVIL ENGINEERING,2BR,79602,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,CIVIL ENGINEERING,3AG,48908,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,CIVIL ENGINEERING,3BG,48158,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,CIVIL ENGINEERING,3BK,56287,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,CIVIL ENGINEERING,3BR,58132,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,CIVIL ENGINEERING,GM,42449,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,CIVIL ENGINEERING,GMK,49372,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,CIVIL ENGINEERING,GMR,52440,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,CIVIL ENGINEERING,SCG,68702,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,CIVIL ENGINEERING,SCK,113287,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,CIVIL ENGINEERING,SCR,75897,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,CIVIL ENGINEERING,STG,66923,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,CIVIL ENGINEERING,STR,76540,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,COMPUTER SCIENCE AND ENGINEERING,1G,6181,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,COMPUTER SCIENCE AND ENGINEERING,1K,9234,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,COMPUTER SCIENCE AND ENGINEERING,1R,7462,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,COMPUTER SCIENCE AND ENGINEERING,2AG,6558,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,COMPUTER SCIENCE AND ENGINEERING,2AK,9881,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,COMPUTER SCIENCE AND ENGINEERING,2AR,7380,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,COMPUTER SCIENCE AND ENGINEERING,2BG,8830,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,COMPUTER SCIENCE AND ENGINEERING,3AG,4061,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,COMPUTER SCIENCE AND ENGINEERING,3AR,5264,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,COMPUTER SCIENCE AND ENGINEERING,3BG,4182,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,COMPUTER SCIENCE AND ENGINEERING,3BR,5273,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,COMPUTER SCIENCE AND ENGINEERING,GM,3473,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,COMPUTER SCIENCE AND ENGINEERING,GMK,4239,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,COMPUTER SCIENCE AND ENGINEERING,GMR,5132,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,COMPUTER SCIENCE AND ENGINEERING,SCG,21814,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,COMPUTER SCIENCE AND ENGINEERING,SCK,24688,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,COMPUTER SCIENCE AND ENGINEERING,SCR,24450,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,COMPUTER SCIENCE AND ENGINEERING,STG,16132,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,COMPUTER SCIENCE AND ENGINEERING,STR,17552,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,ELECTRICAL & ELECTRONICS ENGINEERING,1G,21558,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,ELECTRICAL & ELECTRONICS ENGINEERING,1R,33558,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,ELECTRICAL & ELECTRONICS ENGINEERING,2AG,23379,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,ELECTRICAL & ELECTRONICS ENGINEERING,2AK,26605,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,ELECTRICAL & ELECTRONICS ENGINEERING,2AR,29347,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,ELECTRICAL & ELECTRONICS ENGINEERING,2BG,21340,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,ELECTRICAL & ELECTRONICS ENGINEERING,3AG,15428,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,ELECTRICAL & ELECTRONICS ENGINEERING,3AK,41729,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,ELECTRICAL & ELECTRONICS ENGINEERING,3AR,23276,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,ELECTRICAL & ELECTRONICS ENGINEERING,3BG,16961,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,ELECTRICAL & ELECTRONICS ENGINEERING,3BR,23633,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,ELECTRICAL & ELECTRONICS ENGINEERING,GM,13615,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,ELECTRICAL & ELECTRONICS ENGINEERING,GMR,23149,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,ELECTRICAL & ELECTRONICS ENGINEERING,SCG,50419,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,ELECTRICAL & ELECTRONICS ENGINEERING,SCK,52977,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,ELECTRICAL & ELECTRONICS ENGINEERING,SCR,64789,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,ELECTRICAL & ELECTRONICS ENGINEERING,STG,48692,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,ELECTRICAL & ELECTRONICS ENGINEERING,STR,56510,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,ELECTRONICS AND COMMUNICATION ENGG,1G,9031,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,ELECTRONICS AND COMMUNICATION ENGG,2AG,10096,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,ELECTRONICS AND COMMUNICATION ENGG,2AK,15115,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,ELECTRONICS AND COMMUNICATION ENGG,2AR,10539,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,ELECTRONICS AND COMMUNICATION ENGG,2BG,17311,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,ELECTRONICS AND COMMUNICATION ENGG,2BR,22894,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,ELECTRONICS AND COMMUNICATION ENGG,3AG,8155,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,ELECTRONICS AND COMMUNICATION ENGG,3AR,10446,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,ELECTRONICS AND COMMUNICATION ENGG,3BG,8057,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,ELECTRONICS AND COMMUNICATION ENGG,3BR,10003,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,ELECTRONICS AND COMMUNICATION ENGG,GM,5656,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,ELECTRONICS AND COMMUNICATION ENGG,GMK,11207,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,ELECTRONICS AND COMMUNICATION ENGG,GMR,9371,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,ELECTRONICS AND COMMUNICATION ENGG,SCG,35408,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,ELECTRONICS AND COMMUNICATION ENGG,SCK,57559,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,ELECTRONICS AND COMMUNICATION ENGG,SCR,42709,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,ELECTRONICS AND COMMUNICATION ENGG,STG,35020,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,ELECTRONICS AND COMMUNICATION ENGG,STK,36428,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,ELECTRONICS AND COMMUNICATION ENGG,STR,38505,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,INFORMATION SCIENCE AND ENGINEERING,1G,7596,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,INFORMATION SCIENCE AND ENGINEERING,2AG,7657,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,INFORMATION SCIENCE AND ENGINEERING,2AR,8169,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,INFORMATION SCIENCE AND ENGINEERING,2BG,11776,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,INFORMATION SCIENCE AND ENGINEERING,2BK,40080,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,INFORMATION SCIENCE AND ENGINEERING,2BR,13063,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,INFORMATION SCIENCE AND ENGINEERING,3AG,5200,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,INFORMATION SCIENCE AND ENGINEERING,3BG,5005,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,INFORMATION SCIENCE AND ENGINEERING,GM,4641,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,INFORMATION SCIENCE AND ENGINEERING,GMK,7455,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,INFORMATION SCIENCE AND ENGINEERING,GMR,5867,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,INFORMATION SCIENCE AND ENGINEERING,SCG,29805,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,INFORMATION SCIENCE AND ENGINEERING,SCR,33279,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,INFORMATION SCIENCE AND ENGINEERING,STG,25226,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,INFORMATION SCIENCE AND ENGINEERING,STR,28021,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,MECHANICAL ENGINEERING,1G,54331,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,MECHANICAL ENGINEERING,1R,63318,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,MECHANICAL ENGINEERING,2AG,54454,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,MECHANICAL ENGINEERING,2AK,55464,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,MECHANICAL ENGINEERING,2AR,59670,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,MECHANICAL ENGINEERING,2BG,70806,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,MECHANICAL ENGINEERING,2BR,130527,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,MECHANICAL ENGINEERING,3AG,41130,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,MECHANICAL ENGINEERING,3AR,54295,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,MECHANICAL ENGINEERING,3BG,42872,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,MECHANICAL ENGINEERING,3BK,61514,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,MECHANICAL ENGINEERING,3BR,49821,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,MECHANICAL ENGINEERING,GM,33774,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,MECHANICAL ENGINEERING,GMK,43950,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,MECHANICAL ENGINEERING,GMR,49783,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,MECHANICAL ENGINEERING,SCG,100237,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,MECHANICAL ENGINEERING,SCK,122776,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,MECHANICAL ENGINEERING,SCR,120441,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,MECHANICAL ENGINEERING,STG,96173,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,MECHANICAL ENGINEERING,STK,100877,Bangalore,2025,Mock Round 1
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",E001,MECHANICAL ENGINEERING,STR,97297,Bangalore,2025,Mock Round 1
"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",E002,CIVIL ENGINEERING,1G,86595,BANGALORE-01,2025,Mock Round 1
"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",E002,CIVIL ENGINEERING,2AG,78404,BANGALORE-01,2025,Mock Round 1
"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",E002,CIVIL ENGINEERING,2AK,81739,BANGALORE-01,2025,Mock Round 1
"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",E002,CIVIL ENGINEERING,2AR,88846,BANGALORE-01,2025,Mock Round 1
"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",E002,CIVIL ENGINEERING,2BG,71386,BANGALORE-01,2025,Mock Round 1
"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",E002,CIVIL ENGINEERING,3AG,77321,BANGALORE-01,2025,Mock Round 1
"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",E002,CIVIL ENGINEERING,3BG,81900,BANGALORE-01,2025,Mock Round 1
"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",E002,CIVIL ENGINEERING,3BR,82612,BANGALORE-01,2025,Mock Round 1
"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",E002,CIVIL ENGINEERING,GM,70434,BANGALORE-01,2025,Mock Round 1
"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",E002,CIVIL ENGINEERING,GMK,76685,BANGALORE-01,2025,Mock Round 1
"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",E002,CIVIL ENGINEERING,GMR,75362,BANGALORE-01,2025,Mock Round 1
"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",E002,CIVIL ENGINEERING,SCG,90166,BANGALORE-01,2025,Mock Round 1
"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",E002,CIVIL ENGINEERING,SCK,119447,BANGALORE-01,2025,Mock Round 1
"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",E002,CIVIL ENGINEERING,SCR,117658,BANGALORE-01,2025,Mock Round 1
"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",E002,CIVIL ENGINEERING,STG,88448,BANGALORE-01,2025,Mock Round 1
"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",E002,CIVIL ENGINEERING,STR,97503,BANGALORE-01,2025,Mock Round 1
"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",E002,COMPUTER SCIENCE AND ENGINEERING,1G,16993,BANGALORE-01,2025,Mock Round 1
