institute,institute_code,course,category,cutoff_rank,year,round
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","CE Civil","3BR","69405","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","CE Civil","GM","49408","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","CE Civil","GMK","57853","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","CE Civil","GMR","66814","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","CS Computers","1G","7386","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","CS Computers","1R","8208","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","CS Computers","2AG","6524","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","CS Computers","2AK","7849","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","CS Computers","2AR","7538","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","CS Computers","2BG","7208","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","CS Computers","2BR","11686","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","CS Computers","3AG","3728","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","CS Computers","3AR","5378","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","CS Computers","3BG","4177","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","CS Computers","3BK","7918","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","CS Computers","3BR","5387","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","CS Computers","GM","3427","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","CS Computers","GMK","7474","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","CS Computers","GMR","4993","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","CS Computers","SCG","19513","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","CS Computers","SCK","29186","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","CS Computers","SCR","22460","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","CS Computers","STG","22864","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","CS Computers","STR","23998","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","EC Electronics","1G","10362","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","EC Electronics","1R","16634","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","EC Electronics","2AG","11077","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","EC Electronics","2AK","16068","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","EC Electronics","2AR","13037","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","EC Electronics","2BG","13625","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","EC Electronics","2BR","15869","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","EC Electronics","3AG","7689","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","EC Electronics","3AK","21248","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","EC Electronics","3BG","8463","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","EC Electronics","3BR","12676","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","EC Electronics","GM","6692","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","EC Electronics","GMK","12990","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","EC Electronics","GMR","12296","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","EC Electronics","SCG","36387","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","EC Electronics","SCK","49110","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","EC Electronics","SCR","44436","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","EC Electronics","STG","34812","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","EC Electronics","STR","37639","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","EE Electrical","1G","28034","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","EE Electrical","1K","43342","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","EE Electrical","1R","29282","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","EE Electrical","2AG","28640","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","EE Electrical","2AK","29180","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","EE Electrical","2AR","33108","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","EE Electrical","2BG","38319","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","EE Electrical","3AG","23523","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","EE Electrical","3BG","25320","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","EE Electrical","3BR","26163","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","EE Electrical","GM","18223","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","EE Electrical","GMK","27704","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","EE Electrical","GMR","24743","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","EE Electrical","SCG","61026","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","EE Electrical","SCK","68080","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","EE Electrical","SCR","69771","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","EE Electrical","STG","56238","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","EE Electrical","STR","66517","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","IE Info.Science","1G","7835","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","IE Info.Science","2AG","7733","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","IE Info.Science","2AR","8952","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","IE Info.Science","2BG","11745","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","IE Info.Science","2BK","30724","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","IE Info.Science","3AG","5007","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","IE Info.Science","3AR","6357","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","IE Info.Science","3BG","5187","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","IE Info.Science","GM","4835","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","IE Info.Science","GMK","9396","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","IE Info.Science","GMR","5825","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","IE Info.Science","SCG","29700","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","IE Info.Science","SCR","32052","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","IE Info.Science","STG","28060","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","IE Info.Science","STR","30720","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","ME Mechanical","1G","62431","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","ME Mechanical","1R","66058","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","ME Mechanical","2AG","71359","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","ME Mechanical","2AK","71843","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","ME Mechanical","2AR","73419","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","ME Mechanical","2BG","69452","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","ME Mechanical","2BR","79777","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","ME Mechanical","3AG","49775","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","ME Mechanical","3AR","64283","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","ME Mechanical","3BG","59160","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","ME Mechanical","3BK","70397","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","ME Mechanical","3BR","63644","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","ME Mechanical","GM","40082","2024","MOCK"
"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","E001","ME Mechanical","GMK","51745","2024","MOCK"
"S K S J T Institute of Engineering. Bangalore","E002","CE Civil","1G","96044","2024","MOCK"
"S K S J T Institute of Engineering. Bangalore","E002","CE Civil","2BG","93515","2024","MOCK"
"S K S J T Institute of Engineering. Bangalore","E002","CE Civil","3AG","94237","2024","MOCK"
"S K S J T Institute of Engineering. Bangalore","E002","CE Civil","3AR","97068","2024","MOCK"
"S K S J T Institute of Engineering. Bangalore","E002","CE Civil","3BG","85050","2024","MOCK"
"S K S J T Institute of Engineering. Bangalore","E002","CE Civil","3BK","90439","2024","MOCK"
"S K S J T Institute of Engineering. Bangalore","E002","CE Civil","GMK","128598","2024","MOCK"
"S K S J T Institute of Engineering. Bangalore","E002","CS Computers","1G","17116","2024","MOCK"
"S K S J T Institute of Engineering. Bangalore","E002","CS Computers","1R","17847","2024","MOCK"
"S K S J T Institute of Engineering. Bangalore","E002","CS Computers","2AG","21359","2024","MOCK"
"S K S J T Institute of Engineering. Bangalore","E002","CS Computers","2AR","22953","2024","MOCK"
"S K S J T Institute of Engineering. Bangalore","E002","CS Computers","2BG","23474","2024","MOCK"
"S K S J T Institute of Engineering. Bangalore","E002","CS Computers","2BR","41540","2024","MOCK"
"S K S J T Institute of Engineering. Bangalore","E002","CS Computers","3AG","14026","2024","MOCK"
"S K S J T Institute of Engineering. Bangalore","E002","CS Computers","3AR","19963","2024","MOCK"
"S K S J T Institute of Engineering. Bangalore","E002","CS Computers","3BG","14923","2024","MOCK"
"S K S J T Institute of Engineering. Bangalore","E002","CS Computers","3BK","23095","2024","MOCK"
"S K S J T Institute of Engineering. Bangalore","E002","CS Computers","GM","13819","2024","MOCK"
"S K S J T Institute of Engineering. Bangalore","E002","CS Computers","GMK","16632","2024","MOCK"
"S K S J T Institute of Engineering. Bangalore","E002","CS Computers","GMR","15551","2024","MOCK"
"S K S J T Institute of Engineering. Bangalore","E002","CS Computers","SCG","39362","2024","MOCK"
"S K S J T Institute of Engineering. Bangalore","E002","CS Computers","SCR","42928","2024","MOCK"
"S K S J T Institute of Engineering. Bangalore","E002","CS Computers","STG","30342","2024","MOCK"
"S K S J T Institute of Engineering. Bangalore","E002","EC Electronics","1G","34152","2024","MOCK"
"S K S J T Institute of Engineering. Bangalore","E002","EC Electronics","2AG","33027","2024","MOCK"
"S K S J T Institute of Engineering. Bangalore","E002","EC Electronics","2AR","35187","2024","MOCK"
"S K S J T Institute of Engineering. Bangalore","E002","EC Electronics","2BG","52842","2024","MOCK"
"S K S J T Institute of Engineering. Bangalore","E002","EC Electronics","3AG","26212","2024","MOCK"
"S K S J T Institute of Engineering. Bangalore","E002","EC Electronics","3BG","27194","2024","MOCK"
"S K S J T Institute of Engineering. Bangalore","E002","EC Electronics","3BR","33913","2024","MOCK"
"S K S J T Institute of Engineering. Bangalore","E002","EC Electronics","GM","25993","2024","MOCK"
"S K S J T Institute of Engineering. Bangalore","E002","EC Electronics","GMK","30681","2024","MOCK"
"S K S J T Institute of Engineering. Bangalore","E002","EC Electronics","GMR","29242","2024","MOCK"
"S K S J T Institute of Engineering. Bangalore","E002","EC Electronics","SCG","64211","2024","MOCK"
"S K S J T Institute of Engineering. Bangalore","E002","EC Electronics","SCR","72941","2024","MOCK"
"S K S J T Institute of Engineering. Bangalore","E002","EC Electronics","STG","63690","2024","MOCK"
"S K S J T Institute of Engineering. Bangalore","E002","EC Electronics","STK","82825","2024","MOCK"
"S K S J T Institute of Engineering. Bangalore","E002","EC Electronics","STR","80136","2024","MOCK"
"S K S J T Institute of Engineering. Bangalore","E002","ST Silk Tech.","1G","154144","2024","MOCK"
"S K S J T Institute of Engineering. Bangalore","E002","ST Silk Tech.","2AG","127545","2024","MOCK"
"S K S J T Institute of Engineering. Bangalore","E002","ST Silk Tech.","2AR","139633","2024","MOCK"
"S K S J T Institute of Engineering. Bangalore","E002","ST Silk Tech.","3BG","136664","2024","MOCK"
"S K S J T Institute of Engineering. Bangalore","E002","ST Silk Tech.","SCG","213841","2024","MOCK"
"S K S J T Institute of Engineering. Bangalore","E002","TX Textiles","1G","150513","2024","MOCK"
"S K S J T Institute of Engineering. Bangalore","E002","TX Textiles","2AR","151683","2024","MOCK"
"S K S J T Institute of Engineering. Bangalore","E002","TX Textiles","2BR","157144","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","CE Civil","2AG","56425","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","CE Civil","2BG","47288","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","CE Civil","2BR","55230","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","CE Civil","3AG","73226","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","CE Civil","3BG","35104","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","CE Civil","GM","37691","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","CE Civil","GMR","65223","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","CE Civil","SCG","32748","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","CE Civil","SCK","42998","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","CE Civil","SCR","43081","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","CE Civil","STG","62827","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","EC Electronics","2AG","7389","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","EC Electronics","2AR","11264","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","EC Electronics","2BG","5099","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","EC Electronics","2BR","6916","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","EC Electronics","3AG","6731","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","EC Electronics","3BG","2260","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","EC Electronics","GM","2944","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","EC Electronics","GMK","13769","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","EC Electronics","SCG","1976","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","EC Electronics","SCK","5867","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","EC Electronics","SCR","6225","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","EC Electronics","STG","24801","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","EC Electronics","STR","35225","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","EE Electrical","2AG","8704","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","EE Electrical","2AR","39563","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","EE Electrical","2BG","17586","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","EE Electrical","2BK","25985","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","EE Electrical","2BR","23820","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","EE Electrical","3AG","22650","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","EE Electrical","3BG","8152","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","EE Electrical","GM","9150","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","EE Electrical","GMR","17112","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","EE Electrical","SCG","5469","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","EE Electrical","SCK","24357","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","EE Electrical","SCR","12800","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","EE Electrical","STG","51259","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","EE Electrical","STK","78200","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","EE Electrical","STR","53189","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","IM Ind. Engg. Mgmt.","2AG","52615","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","IM Ind. Engg. Mgmt.","2BG","51972","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","IM Ind. Engg. Mgmt.","2BK","63319","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","IM Ind. Engg. Mgmt.","2BR","52000","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","IM Ind. Engg. Mgmt.","3AG","65313","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","IM Ind. Engg. Mgmt.","3AR","67492","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","IM Ind. Engg. Mgmt.","3BG","27680","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","IM Ind. Engg. Mgmt.","3BR","56506","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","IM Ind. Engg. Mgmt.","GM","30782","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","IM Ind. Engg. Mgmt.","SCG","25147","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","IM Ind. Engg. Mgmt.","SCK","38326","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","ME Mechanical","2AG","27614","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","ME Mechanical","2BG","36226","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","ME Mechanical","2BR","47963","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","ME Mechanical","3AG","46818","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","ME Mechanical","3BG","20718","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","ME Mechanical","3BK","81676","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","ME Mechanical","3BR","38514","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","ME Mechanical","GM","15835","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","ME Mechanical","SCG","13906","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","ME Mechanical","SCK","54609","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","ME Mechanical","SCR","34441","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","ME Mechanical","STG","88819","2024","MOCK"
"B M S College of Engineering Basavanagudi,Bangalore","E003","ME Mechanical","STR","124646","2024","MOCK"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","CE Civil","1G","109783","2024","MOCK"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","CE Civil","2BG","95324","2024","MOCK"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","CE Civil","3AG","93510","2024","MOCK"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","CE Civil","3AR","104283","2024","MOCK"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","CE Civil","3BG","86279","2024","MOCK"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","CE Civil","GM","132325","2024","MOCK"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","CS Computers","1G","13052","2024","MOCK"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","CS Computers","1K","20322","2024","MOCK"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","CS Computers","2AG","12334","2024","MOCK"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","CS Computers","2AR","13099","2024","MOCK"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","CS Computers","2BG","11117","2024","MOCK"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","CS Computers","3AG","10307","2024","MOCK"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","CS Computers","3BG","10573","2024","MOCK"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","CS Computers","3BR","13523","2024","MOCK"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","CS Computers","GM","9654","2024","MOCK"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","CS Computers","GMK","11138","2024","MOCK"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","CS Computers","GMR","12157","2024","MOCK"
"Dr. Ambedkar Institute Of Technology Bangalore","E004","CS Computers","SCG","29532","2024","MOCK"
