institute,institute_code,course,category,cutoff_rank,year,round
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ARTIFICIAL INTELLIGENCE AND DATA SCIENCE","1G","7516","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ARTIFICIAL INTELLIGENCE AND DATA SCIENCE","2AG","6740","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ARTIFICIAL INTELLIGENCE AND DATA SCIENCE","2AR","7574","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ARTIFICIAL INTELLIGENCE AND DATA SCIENCE","2BG","10625","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ARTIFICIAL INTELLIGENCE AND DATA SCIENCE","3AG","5191","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ARTIFICIAL INTELLIGENCE AND DATA SCIENCE","3BG","4814","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ARTIFICIAL INTELLIGENCE AND DATA SCIENCE","GM","4550","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ARTIFICIAL INTELLIGENCE AND DATA SCIENCE","GMK","9379","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ARTIFICIAL INTELLIGENCE AND DATA SCIENCE","GMR","5801","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ARTIFICIAL INTELLIGENCE AND DATA SCIENCE","SCG","26335","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ARTIFICIAL INTELLIGENCE AND DATA SCIENCE","SCK","29894","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ARTIFICIAL INTELLIGENCE AND DATA SCIENCE","SCR","29048","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ARTIFICIAL INTELLIGENCE AND DATA SCIENCE","STG","21880","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ARTIFICIAL INTELLIGENCE AND DATA SCIENCE","STR","23537","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","CIVIL ENGINEERING","1G","70257","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","CIVIL ENGINEERING","1R","91660","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","CIVIL ENGINEERING","2AG","60612","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","CIVIL ENGINEERING","2AK","70115","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","CIVIL ENGINEERING","2AR","71922","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","CIVIL ENGINEERING","2BG","69408","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","CIVIL ENGINEERING","2BR","79602","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","CIVIL ENGINEERING","3AG","48908","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","CIVIL ENGINEERING","3BG","48158","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","CIVIL ENGINEERING","3BK","56287","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","CIVIL ENGINEERING","3BR","58133","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","CIVIL ENGINEERING","GM","42449","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","CIVIL ENGINEERING","GMK","49372","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","CIVIL ENGINEERING","GMR","52440","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","CIVIL ENGINEERING","SCG","68702","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","CIVIL ENGINEERING","SCK","113287","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","CIVIL ENGINEERING","SCR","75897","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","CIVIL ENGINEERING","STG","66924","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","CIVIL ENGINEERING","STR","76540","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","COMPUTER SCIENCE AND ENGINEERING","1G","6181","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","COMPUTER SCIENCE AND ENGINEERING","1K","9234","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","COMPUTER SCIENCE AND ENGINEERING","1R","7462","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","COMPUTER SCIENCE AND ENGINEERING","2AG","6558","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","COMPUTER SCIENCE AND ENGINEERING","2AK","9881","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","COMPUTER SCIENCE AND ENGINEERING","2AR","7380","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","COMPUTER SCIENCE AND ENGINEERING","2BG","8830","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","COMPUTER SCIENCE AND ENGINEERING","3AG","4061","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","COMPUTER SCIENCE AND ENGINEERING","3AR","5264","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","COMPUTER SCIENCE AND ENGINEERING","3BG","4182","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","COMPUTER SCIENCE AND ENGINEERING","3BR","5274","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","COMPUTER SCIENCE AND ENGINEERING","GM","3473","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","COMPUTER SCIENCE AND ENGINEERING","GMK","4239","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","COMPUTER SCIENCE AND ENGINEERING","GMR","5132","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","COMPUTER SCIENCE AND ENGINEERING","SCG","21814","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","COMPUTER SCIENCE AND ENGINEERING","SCK","24688","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","COMPUTER SCIENCE AND ENGINEERING","SCR","24450","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","COMPUTER SCIENCE AND ENGINEERING","STG","16132","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","COMPUTER SCIENCE AND ENGINEERING","STR","17552","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ELECTRICAL & ELECTRONICS ENGINEERING","1G","21558","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ELECTRICAL & ELECTRONICS ENGINEERING","1R","33558","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ELECTRICAL & ELECTRONICS ENGINEERING","2AG","23379","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ELECTRICAL & ELECTRONICS ENGINEERING","2AK","26605","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ELECTRICAL & ELECTRONICS ENGINEERING","2AR","29348","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ELECTRICAL & ELECTRONICS ENGINEERING","2BG","21341","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ELECTRICAL & ELECTRONICS ENGINEERING","3AG","15428","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ELECTRICAL & ELECTRONICS ENGINEERING","3AK","41729","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ELECTRICAL & ELECTRONICS ENGINEERING","3AR","23276","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ELECTRICAL & ELECTRONICS ENGINEERING","3BG","16961","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ELECTRICAL & ELECTRONICS ENGINEERING","3BR","23633","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ELECTRICAL & ELECTRONICS ENGINEERING","GM","13615","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ELECTRICAL & ELECTRONICS ENGINEERING","GMK","20589","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ELECTRICAL & ELECTRONICS ENGINEERING","GMR","23149","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ELECTRICAL & ELECTRONICS ENGINEERING","SCG","50419","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ELECTRICAL & ELECTRONICS ENGINEERING","SCK","52977","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ELECTRICAL & ELECTRONICS ENGINEERING","SCR","64789","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ELECTRICAL & ELECTRONICS ENGINEERING","STG","48692","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ELECTRICAL & ELECTRONICS ENGINEERING","STR","56510","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ELECTRONICS AND COMMUNICATION ENGG","1G","9031","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ELECTRONICS AND COMMUNICATION ENGG","2AG","10096","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ELECTRONICS AND COMMUNICATION ENGG","2AK","15115","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ELECTRONICS AND COMMUNICATION ENGG","2AR","10539","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ELECTRONICS AND COMMUNICATION ENGG","2BG","17311","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ELECTRONICS AND COMMUNICATION ENGG","2BR","22894","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ELECTRONICS AND COMMUNICATION ENGG","3AG","8155","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ELECTRONICS AND COMMUNICATION ENGG","3AR","10446","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ELECTRONICS AND COMMUNICATION ENGG","3BG","8057","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ELECTRONICS AND COMMUNICATION ENGG","3BR","10003","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ELECTRONICS AND COMMUNICATION ENGG","GM","5657","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ELECTRONICS AND COMMUNICATION ENGG","GMK","11207","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ELECTRONICS AND COMMUNICATION ENGG","GMR","9371","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ELECTRONICS AND COMMUNICATION ENGG","SCG","35408","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ELECTRONICS AND COMMUNICATION ENGG","SCK","57559","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ELECTRONICS AND COMMUNICATION ENGG","SCR","42709","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ELECTRONICS AND COMMUNICATION ENGG","STG","35020","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ELECTRONICS AND COMMUNICATION ENGG","STK","36428","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","ELECTRONICS AND COMMUNICATION ENGG","STR","38505","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","INFORMATION SCIENCE AND ENGINEERING","1G","7596","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","INFORMATION SCIENCE AND ENGINEERING","2AG","7658","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","INFORMATION SCIENCE AND ENGINEERING","2AR","8169","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","INFORMATION SCIENCE AND ENGINEERING","2BG","11776","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","INFORMATION SCIENCE AND ENGINEERING","2BK","40080","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","INFORMATION SCIENCE AND ENGINEERING","2BR","13063","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","INFORMATION SCIENCE AND ENGINEERING","3AG","5200","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","INFORMATION SCIENCE AND ENGINEERING","3BG","5005","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","INFORMATION SCIENCE AND ENGINEERING","GM","4641","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","INFORMATION SCIENCE AND ENGINEERING","GMK","7455","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","INFORMATION SCIENCE AND ENGINEERING","GMR","5867","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","INFORMATION SCIENCE AND ENGINEERING","SCG","29806","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","INFORMATION SCIENCE AND ENGINEERING","SCR","33279","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","INFORMATION SCIENCE AND ENGINEERING","STG","25226","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","INFORMATION SCIENCE AND ENGINEERING","STR","28021","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","MECHANICAL ENGINEERING","1G","54331","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","MECHANICAL ENGINEERING","1R","63318","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","MECHANICAL ENGINEERING","2AG","54454","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","MECHANICAL ENGINEERING","2AK","55464","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","MECHANICAL ENGINEERING","2AR","59670","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","MECHANICAL ENGINEERING","2BG","70806","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","MECHANICAL ENGINEERING","2BR","130527","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","MECHANICAL ENGINEERING","3AG","41130","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","MECHANICAL ENGINEERING","3AR","54295","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","MECHANICAL ENGINEERING","3BG","42872","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","MECHANICAL ENGINEERING","3BK","61514","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","MECHANICAL ENGINEERING","3BR","49821","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","MECHANICAL ENGINEERING","GM","33774","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","MECHANICAL ENGINEERING","GMK","43950","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","MECHANICAL ENGINEERING","GMR","49783","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","MECHANICAL ENGINEERING","SCG","100238","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","MECHANICAL ENGINEERING","SCK","122776","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","MECHANICAL ENGINEERING","SCR","120442","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","MECHANICAL ENGINEERING","STG","96173","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","MECHANICAL ENGINEERING","STK","100877","2025","MOCK"
"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore","E001","MECHANICAL ENGINEERING","STR","97297","2025","MOCK"
"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01","E002","CIVIL ENGINEERING","1G","86595","2025","MOCK"
"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01","E002","CIVIL ENGINEERING","2AG","78404","2025","MOCK"
"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01","E002","CIVIL ENGINEERING","2AK","81740","2025","MOCK"
"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01","E002","CIVIL ENGINEERING","2AR","88846","2025","MOCK"
"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01","E002","CIVIL ENGINEERING","2BG","71386","2025","MOCK"
"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01","E002","CIVIL ENGINEERING","3AG","77321","2025","MOCK"
"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01","E002","CIVIL ENGINEERING","3BG","81900","2025","MOCK"
"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01","E002","CIVIL ENGINEERING","3BR","82612","2025","MOCK"
"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01","E002","CIVIL ENGINEERING","GM","70434","2025","MOCK"
"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01","E002","CIVIL ENGINEERING","GMK","76686","2025","MOCK"
"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01","E002","CIVIL ENGINEERING","GMR","75362","2025","MOCK"
"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01","E002","CIVIL ENGINEERING","SCG","90166","2025","MOCK"
"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01","E002","CIVIL ENGINEERING","SCK","119447","2025","MOCK"
"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01","E002","CIVIL ENGINEERING","SCR","117659","2025","MOCK"
"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01","E002","CIVIL ENGINEERING","STG","88449","2025","MOCK"
"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01","E002","CIVIL ENGINEERING","STR","97503","2025","MOCK"
"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01","E002","COMPUTER SCIENCE AND ENGINEERING","1G","16993","2025","MOCK"
"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01","E002","COMPUTER SCIENCE AND ENGINEERING","2AG","15213","2025","MOCK"
"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01","E002","COMPUTER SCIENCE AND ENGINEERING","2AR","16111","2025","MOCK"
"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01","E002","COMPUTER SCIENCE AND ENGINEERING","2BG","21143","2025","MOCK"
"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01","E002","COMPUTER SCIENCE AND ENGINEERING","2BR","35344","2025","MOCK"
"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01","E002","COMPUTER SCIENCE AND ENGINEERING","3AG","13011","2025","MOCK"
"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01","E002","COMPUTER SCIENCE AND ENGINEERING","3AR","16036","2025","MOCK"
"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01","E002","COMPUTER SCIENCE AND ENGINEERING","3BG","15238","2025","MOCK"
"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01","E002","COMPUTER SCIENCE AND ENGINEERING","3BR","16847","2025","MOCK"
"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01","E002","COMPUTER SCIENCE AND ENGINEERING","GM","12452","2025","MOCK"
"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01","E002","COMPUTER SCIENCE AND ENGINEERING","GMK","14631","2025","MOCK"
"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01","E002","COMPUTER SCIENCE AND ENGINEERING","GMR","15642","2025","MOCK"
